Tweet No,Tweet Text,Match,Polarity
658,if were going to pause the johnson amp johnson vaccine for 6 blood clots cases out of 68 million doses how about guns too29 people died from guns yesterday in america,died,negative
659,vakeelsaab continues to draw audience to theatres especially women despite facing many socioeconomic and political hurdles content  star powerrequesting all to strictly take  covid19 precautionary measures when you go to watch the movie in theatres,strictly,negative
660,new bike to get your covid19 vaccine map just dropped,No Match,neutral
661,breaking real madrid announce sergio ramos has tested positive for covid19,"positive,breaking",neutral
662,again watch this one minute video  this time dr lawrie is speaking directly to doctors and health providers if you are one give a listen leading expert in evidencebased medicine with a call to action in order to help all suffering covid19 patients,"leading,suffering",neutral
663,a year is a long time in covid world,No Match,neutral
664,7 days ago  was least concerned of covid situation amp termed it as less serious than earlier wave now he seems to have yet again lost control of the situation who is responsible for the deaths in delhi kejriwal ji  as a cm you failed to provide health infra,"concerned,lost,failed",negative
665,planning to increase vaccination focusing on fighting covid focusing on boosting economy didiooodidi,No Match,neutral
666,louisiana sent this alert to providers telling them to pause administering the jampj covid19 vaccine immediately and that its suspending all deliveries after extremely rare blood clots discovered in six patients out of nearly 7 million shots given lalege lagov,No Match,neutral
667,oh yeah one person  that is like saying covid vaccine doesnt work because someone still got sick even though they got vaccine  be rational and comply and overwhelming odds are youll be fine,"like,work,rational,fine,sick,overwhelming",positive
668,global chemical mampa activity was not immune to covid19 learn how the industry feels about what 2021 will bring postpandemic in mna activity chemicalsindustry,No Match,neutral
669,in case you were wondering tenure doesnt make you immune from saying stupid things in meetings and then cringing and obsessing about them afterwards,stupid,negative
670,all nj vaccination sites have been told to cancel or put on hold appointments for the johnson amp johnson vaccine until an investigation by federal health officials into a potentially dangerous  but extremely rare  blood clot side effect is completed,dangerous,negative
671,all nj vaccination sites have been told to cancel or put on hold appointments for the johnson amp johnson vaccine until an investigation by federal health officials into a potentially dangerous  but extremely rare  blood clot side effect is completed,dangerous,negative
672,med center health covid vaccine clinic accepting limited walkins,limited,negative
673,so one person died and were stopping the jampj vaccine one person one huh there were 19379 deaths from gun violence in the us last year this doesnt include the 40000 deaths from gun inflicted suicide not to mention the 500000 dead from covid but heyo,"died,suicide,dead",negative
674,us pauses jampj covid19 vaccine over rare blood clots,No Match,neutral
675,should showing a vaccine passport be a condition of accessing outdoor sporting events no says dr noah carl the level of population immunity is high and the risk of outdoor transmission is low,risk,negative
676,6 cases of blood cots out of 6 million vaccinations and we  pause a lifesaving vaccinebut 38000 gun deaths a year and republicans want to make it easier to get a gun,easier,positive
677,middaynews mumbai two new covid19 centres with 375 beds inaugurated in worli,No Match,neutral
678,dont know who needs to hear this but thoughts amp prayers with all those out there with serious noncovid ailments with treatmentsneeds that cant be delayed cannot imagine how many lakhs have this anxiety right now as this second covid wave overwhelms things more than before,"right,delayed,anxiety,overwhelms",negative
